text,text_id,targets,spans,target_sentiments,categories,category_sentiments
"Love the scene first off- the place has a character and nice light to it..very fortunate, location wise.",875139:0,"['scene', 'place', 'location']","[[9, 14], [30, 35], [90, 98]]",,,
The pizza was pretty good and huge.,875139:1,['pizza'],"[[4, 9]]",,,
The price very reasonable.,875139:2,[],[],,,
We were 4 and got the family size penne a la vodka which was tremendously gigantic portion...a bucket of food literally.,875139:3,['penne a la vodka'],"[[34, 50]]",,,
We got most of it back at home with us.,875139:4,,,,,
I would say that all was fine and tasty but the heaviness on my stomach someting that i can't not mention or undermine.,875139:5,[],[],,,
"The pasta penne was pretty extra buttery, creamy which means a big task to diggest.. tasty at first but i would say that i was full with a slice of pizza and 7 to count, penne...got a little moody afterwards cause was stuffed...lol",875139:6,['pasta penne'],"[[4, 15]]",,,
"No, really.",929329:0,,,,,
I have eaten a lot of pizza here.,929329:1,,,,,
"La Rosa waltzes in, and I think they are doing it the best.",929329:2,['La Rosa'],"[[0, 7]]",,,
"Interesting selection, good wines, service fine, fun decor.",929329:3,"['selection', 'wines', 'service', 'decor']","[[12, 21], [28, 33], [35, 42], [53, 58]]",,,
I have been twice to this restaurant.,935633:0,,,,,
I love it.,935633:1,[],[],,,
I plan on stopping by next week as well.,935633:2,[],[],,,
"I found it on a cold night, the perfect spot to warm up.",935633:3,['spot'],"[[40, 44]]",,,
I recieved prompt service with a smile.,935633:4,['service'],"[[18, 25]]",,,
"To me it exemplifies Soho, cute, artsy, interesting.",935633:5,[],[],,,
Definately check it out!!!,935633:6,[],[],,,
This place blew me away...by far my new favorite restaurant on the uppereast side.,955711:0,['place'],"[[5, 10]]",,,
The wine list is extensive and impressive.,955711:1,['wine list'],"[[4, 13]]",,,
LOVE the atmosphere - felt like I was in Paris.,955711:2,['atmosphere'],"[[9, 19]]",,,
The mussels were fantastic and so was the dessert...definitely going to be back very soon.,955711:3,"['mussels', 'dessert']","[[4, 11], [42, 49]]",,,
I just read Mocaramel's review and felt compelled to respond.,957145:0,,,,,
I have been coming here for years and have nothing but good things to say about the service and the great staff at La Lanterna.,957145:1,"['service', 'staff']","[[84, 91], [106, 111]]",,,
"Over the years the host, Vittorio, and his crew, have always treated me as family--although with all the business this not-so-little gem does, it amazing he's even able to remember a consistent but not-so-frequent visitor.",957145:2,"['Vittorio', 'crew']","[[25, 33], [43, 47]]",,,
"I've also been amazed at all the new additions in the past few years: A new Jazz Bar, the most fantastic Dining Garden, the Best Thin Crust Pizzas, and now a Lasagna Menu which is to die for (these are not your average lasagnas)!",957145:3,"['Jazz Bar', 'Dining Garden', 'Thin Crust Pizzas', 'Lasagna Menu']","[[76, 84], [105, 118], [129, 146], [158, 170]]",,,
I lOVE THIS PLACE!,957145:4,['PLACE'],"[[12, 17]]",,,
Keep up the good work guys!,957145:5,[],[],,,
My girlfiends and I ate at O.G. again last night.,958809:0,,,,,
I have to say I have never had a disapointing meal here.,958809:1,['meal'],"[[46, 50]]",,,
We could have made a meal of the yummy dumplings from the dumpling menu.,958809:2,['dumplings'],"[[39, 48]]",,,
"Luckily we saved room for the BBQ Salmon, Sea Bass and Crispy Duck.",958809:3,"['BBQ Salmon', 'Sea Bass', 'Crispy Duck']","[[30, 40], [42, 50], [55, 66]]",,,
We got a little tipsy from the sake but isn't that what Saturday nights with the girlfriends are all about?,958809:4,,,,,
Love Al Di La,ADLT#8:0,['Al Di La'],"[[5, 13]]",,,
I recommend this place to everyone.,ADLT#8:1,['place'],"[[17, 22]]",,,
Great food.,ADLT#8:2,['food'],"[[6, 10]]",,,
One of my favorite places in Brooklyn. ,ADLT#2:0,[],[],,,
"The pastas are incredible, the risottos (particularly the sepia) are fantastic and the braised rabbit is amazing.",ADLT#2:1,"['pastas', 'risottos', 'sepia', 'braised rabbit']","[[4, 10], [31, 39], [58, 63], [87, 101]]",,,
Overpriced and not tasty ,BFC#4:0,[],[],,,
The food here was mediocre at best. ,BFC#4:1,['food'],"[[4, 8]]",,,
It was totally overpriced- fish and chips was about $15.... ,BFC#4:2,['fish and chips'],"[[27, 41]]",,,
There are so many other great places to go to eat and drink..... this place is not worth it...,BFC#4:3,,,,,
Tasty Dog!,BHD#9:0,['Dog'],"[[6, 9]]",,,
"An awesome organic dog, and a conscious eco friendly establishment.",BHD#9:1,"['dog', 'establishment']","[[19, 22], [53, 66]]",,,
One of the best hot dogs I have ever eaten.,BHD#9:2,[],[],,,
Can't wait to go back.,BHD#9:3,[],[],,,
The Cypriot restaurant has a lot going for it.,BzG#1:0,['Cypriot restaurant'],"[[4, 22]]",,,
But the best pork souvlaki I ever had is the main thing.,BzG#1:1,['pork souvlaki'],"[[13, 26]]",,,
Trust me.,BzG#1:2,,,,,
Run don't walk.,BzG#1:3,[],[],,,
Super YUMMY Pizza!,EVPK#10:0,['Pizza'],"[[12, 17]]",,,
I was visiting New York City with a friend and we discovered this really warm and inviting restaurant.,EVPK#10:1,['restaurant'],"[[91, 101]]",,,
"I LOOOVE their eggplant pizza, as well as their pastas!",EVPK#10:2,"['eggplant pizza', 'pastas']","[[15, 29], [48, 54]]",,,
"We had half/half pizza, mine was eggplant and my friend had the buffalo and it was sooo huge for a small size pizza!",EVPK#10:3,['half/half pizza'],"[[7, 22]]",,,
"We had fun eating in there, we were there like around 3 a.m. in the morning!",EVPK#10:4,[],[],,,
"Will comeback for sure, wish they have it here in LA..",EVPK#10:5,[],[],,,
"Excellent food, although the interior could use some help.",Z#3:0,"['food', 'interior']","[[10, 14], [29, 37]]",,,
"The space kind of feels like an Alice in Wonderland setting, without it trying to be that.",Z#3:1,['space'],"[[4, 9]]",,,
"I paid just about $60 for a good meal, though :)",Z#3:2,['meal'],"[[33, 37]]",,,
Great sake!,Z#3:3,['sake'],"[[6, 10]]",,,
"Reliable, Fresh Sushi",Y#7:0,['Sushi'],"[[16, 21]]",,,
My husband and I take out from here 3-4 times a month.,Y#7:1,,,,,
The sashimi is always fresh and the rolls are innovative and delicious.,Y#7:2,"['sashimi', 'rolls']","[[4, 11], [36, 41]]",,,
Have never had a problem with service save a missing rice once.,Y#7:3,['service'],"[[30, 37]]",,,
Delivery can be spot on or lacking depending on the weather and the day of the week.,Y#7:4,['Delivery'],"[[0, 8]]",,,
Delivery guy sometimes get upset if you don't tip more than 10%.,Y#7:5,['Delivery guy'],"[[0, 12]]",,,
We've found it to be better and fresher than Kiku which is comparable in price.,Y#7:6,,,,,
Best. Sushi. Ever.,Y#3:0,['Sushi'],"[[6, 11]]",,,
This place has ruined me for neighborhood sushi.,Y#3:1,['sushi'],"[[42, 47]]",,,
"Creative, consistent, fresh.",Y#3:2,[],[],,,
"Excellent sashimi, and the millennium roll is beyond delicious.",Y#3:3,"['sashimi', 'millennium roll']","[[10, 17], [27, 42]]",,,
Not cheap but very yummy.,Y#3:4,[],[],,,
Love it.,Y#3:5,[],[],,,
"Very, very nice",Y#2:0,[],[],,,
"The place is a bit hidden away, but once you get there, it's all worth it.",Y#2:1,['place'],"[[4, 9]]",,,
not only is the food,Y#2:2,['food'],"[[16, 20]]",,,
Loved It,WE#9:0,[],[],,,
My wife and I went to Water's Edge for a romantic dinner.,WE#9:1,,,,,
We had a very nice time.,WE#9:2,[],[],,,
"The waiter was attentive, the food was delicious and the views of the city were great.",WE#9:3,"['waiter', 'food', 'views of the city']","[[4, 10], [30, 34], [57, 74]]",,,
I'd definitely go back again.,WE#9:4,[],[],,,
Great place to relax and enjoy your dinner,TR#3:0,['place'],"[[6, 11]]",,,
There is something about their atmosphere that makes me come back nearly every week.,TR#3:1,['atmosphere'],"[[31, 41]]",,,
"Place is open till late, no dress code.",TR#3:2,['Place'],"[[0, 5]]",,,
Good food: my favorite is the seafood spaghetti.,TR#3:3,"['food', 'seafood spaghetti']","[[5, 9], [30, 47]]",,,
Highly recommended!,TR#3:4,[],[],,,
Excellent food for great prices,TM#7:0,['food'],"[[10, 14]]",,,
My husband and I have been sold on this from the first visit.,TM#7:1,[],[],,,
The wait staff is very courteous and accomodating.,TM#7:2,['wait staff'],"[[4, 14]]",,,
"The space is limited so be prepared to wait up to 45 minutes - 1 hour, but be richly rewarded when you savor the delicious indo-chinese food.",TM#7:3,"['space', 'indo-chinese food']","[[4, 9], [123, 140]]",,,
There are no negatives to speak of.,TM#7:4,[],[],,,
the bestt!,RL#7:0,[],[],,,
my favorite place lol,RL#7:1,['place'],"[[12, 17]]",,,
i love their chicken pasta cant remember the name but is sooo good,RL#7:2,['chicken pasta'],"[[13, 26]]",,,
its alright,RL#3:0,[],[],,,
"im not necessarily fanatical about this place, but it was a fun time for low pirces.",RL#3:1,['place'],"[[40, 45]]",,,
"lobster was good, nothing spectacular.",RL#3:2,['lobster'],"[[0, 7]]",,,
"its just a fun place to go, not a five star restaraunt.",RL#3:3,['restaraunt'],"[[44, 54]]",,,
Way below average,PP#9:0,[],[],,,
I think the pizza is so overrated and was under cooked.,PP#9:1,['pizza'],"[[12, 17]]",,,
Had no flavor and the staff is rude and not attentive.,PP#9:2,['staff'],"[[22, 27]]",,,
Would NEVER go back,PP#9:3,[],[],,,
I love this place,PP#4:0,['place'],"[[12, 17]]",,,
I wasn't here for the pizza so I can't comment on that yet but what I had was very good.,PP#4:1,[],[],,,
The service was quick and friendly.,PP#4:2,['service'],"[[4, 11]]",,,
Everyone was smiling so that made me feel welcome.,PP#4:3,[],[],,,
I thought the restaurant was nice and clean.,PP#4:4,['restaurant'],"[[14, 24]]",,,
I ordered the vitello alla marsala and I was pretty impressed.,PP#4:5,['vitello alla marsala'],"[[14, 34]]",,,
The veal and the mushrooms were cooked perfectly.,PP#4:6,"['veal', 'mushrooms']","[[4, 8], [17, 26]]",,,
The potato balls were not dry at all... in fact it was buttery.,PP#4:7,['potato balls'],"[[4, 16]]",,,
The only downside... they only take cash which is OK if you know about it ahead of time.,PP#4:8,[],[],,,
I'll be back for sure.,PP#4:9,[],[],,,
WORST PLACE ON SMITH STREET IN BROOKLYN,P#1:0,['PLACE'],"[[6, 11]]",,,
"Very immature bartender, didnt know how to make specific drinks, service was so slowwwww, the food was not fresh or warm, waitresses were busy flirting with men at the bar and werent very attentive to all the customers.",P#1:1,"['bartender', 'service', 'food', 'waitresses']","[[14, 23], [65, 72], [94, 98], [122, 132]]",,,
I would never recommend this place to anybody even for a casual dinner.,P#1:2,['place'],"[[29, 34]]",,,
awesome,RL#9:0,[],[],,,
the food is always fresh ...,RL#9:1,['food'],"[[4, 8]]",,,
overpriced japanese food with mediocre service,Y#5:0,"['japanese food', 'service']","[[11, 24], [39, 46]]",,,
Went here on sat 1/26 and was disappointed.,Y#5:1,[],[],,,
Chicken teriyaki had tomato or pimentos on top??,Y#5:2,['Chicken teriyaki'],"[[0, 16]]",,,
food was luke warm.,Y#5:3,['food'],"[[0, 4]]",,,
The waitress was not attentive at all.,Y#5:4,['waitress'],"[[4, 12]]",,,
I was looking for banana tempura for dessert and they dont have.,Y#5:5,['dessert'],"[[37, 44]]",,,
Too many other good places to have to settle.,Y#5:6,,,,,
"Not because you are ""The Four Seasons""... – you are allowed to charge an arm and a leg for a romatic dinner.",TFS#8:0,['The Four Seasons'],"[[21, 37]]",,,
"The food was excellent as well as service, however, I left The Four Seasons very dissappointed.",TFS#8:1,"['food', 'service', 'The Four Seasons']","[[4, 8], [34, 41], [59, 75]]",,,
I do not think dinner in Manhattan should cost $400.00 where I am not swept off my feet.,TFS#8:2,['dinner'],"[[15, 21]]",,,
"Red Dragon Roll - my favorite thing to eat, of any food group - hands down",Y#4:0,['Red Dragon Roll'],"[[0, 15]]",,,
Just go to Yamato and order the Red Dragon Roll.,Y#4:1,"['Yamato', 'Red Dragon Roll']","[[11, 17], [32, 47]]",,,
"If you don't like it, I don't know what to tell you.",Y#4:2,[],[],,,
The Seafood Dynamite is also otherworldly.,Y#4:3,['Seafood Dynamite'],"[[4, 20]]",,,
I'm not even going to bother to describe it; it speaks for itself.,Y#4:4,[],[],,,
Favorite Sushi in NYC,Y#6:0,['Sushi'],"[[9, 14]]",,,
"I have eaten at some of the 'best' sushi joints in NYC (Nobu, Bond Street, JewelBako, etc) and Yamato is my favorite.",Y#6:1,,,,,
"An unpretentious spot in Park Slope, the sushi is consistently good, the service is pleasant, effective and unassuming.",Y#6:2,"['spot', 'sushi', 'service']","[[17, 21], [41, 46], [73, 80]]",,,
"In the summer months, the back garden area is really nice.",Y#6:3,['back garden area'],"[[26, 42]]",,,
The rolls are creative and I have yet to find another sushi place that serves up more inventive yet delicious japanese food.,Y#6:4,"['rolls', 'japanese food']","[[4, 9], [110, 123]]",,,
"The Dancing, White River and Millenium rolls are musts.",Y#6:5,"['Dancing, White River and Millenium rolls']","[[4, 44]]",,,
SO GOOD,RL#4:0,[],[],,,
I CAN EAT HERE EVERY DAY OF THE WEEK REALLY LOL LOVE THIS PLACE ...),RL#4:1,['PLACE'],"[[58, 63]]",,,
Gross food – Wow-,P#10:0,['food'],"[[6, 10]]",,,
I can't remember the last time I had such gross food in New York.,P#10:1,['food'],"[[48, 52]]",,,
My quesadilla tasted like it had been made by a three-year old with no sense of proportion or flavor.,P#10:2,['quesadilla'],"[[3, 13]]",,,
And $11 for a plate of bland guacamole?,P#10:3,['guacamole'],"[[29, 38]]",,,
Come on.,P#10:4,,,,,
"Don't get me started on the margaritas, either.",P#10:5,['margaritas'],"[[28, 38]]",,,
Mine tasted like the bartender had forgotten to add the tequila.,P#10:6,[],[],,,
"Really, I find it rather scandalous that such a crappy restaurant attracts such crowds--this, in the city of a million restaurants, at least 9/10 of which are way better than this one.",P#10:7,,,,,
